2023/02/06 17:38:28.202 [D] [mysql.go:92]  Execute SQL with DSN(srd-mariadb102-01-qcsh-test.nioint.com:3306/mer_order_sit) : select @@version
2023/02/06 18:28:30.408 [D] [soar.go:365]  start of rewrite Query: select id, account_id, cancel_no, refund_no, out_order_no, out_biz_no, refund_payment_no, refund_source, refund_point, refund_point_result, refund_cash, refund_cash_result, status, auto_refund_times, refund_type, is_delete, create_user, create_time, update_user, update_time, biz_type from refund_money_record where status in ( 11 , 21 , 40 , -1 ) and auto_refund_times <5 order by id desc limit 0,50
2023/02/06 18:28:30.408 [D] [soar.go:399]  end of rewrite Query: select id, account_id, cancel_no, refund_no, out_order_no, out_biz_no, refund_payment_no, refund_source, refund_point, refund_point_result, refund_cash, refund_cash_result, status, auto_refund_times, refund_type, is_delete, create_user, create_time, update_user, update_time, biz_type from refund_money_record where status in ( 11 , 21 , 40 , -1 ) and auto_refund_times <5 order by id desc limit 0,50
2023/02/06 18:28:30.408 [D] [soar.go:403]  start of print suggestions, Query: select id, account_id, cancel_no, refund_no, out_order_no, out_biz_no, refund_payment_no, refund_source, refund_point, refund_point_result, refund_cash, refund_cash_result, status, auto_refund_times, refund_type, is_delete, create_user, create_time, update_user, update_time, biz_type from refund_money_record where status in ( 11 , 21 , 40 , -1 ) and auto_refund_times <5 order by id desc limit 0,50
2023/02/06 18:28:30.408 [D] [rules.go:1251]  FormatSuggest, Query: select id, account_id, cancel_no, refund_no, out_order_no, out_biz_no, refund_payment_no, refund_source, refund_point, refund_point_result, refund_cash, refund_cash_result, status, auto_refund_times, refund_type, is_delete, create_user, create_time, update_user, update_time, biz_type from refund_money_record where status in ( 11 , 21 , 40 , -1 ) and auto_refund_times <5 order by id desc limit 0,50
2023/02/06 18:28:30.408 [D] [rules.go:1297]  FormatSuggest, format: html
2023/02/06 18:28:30.408 [D] [pretty.go:31]  Pretty, Query: select id, account_id, cancel_no, refund_no, out_order_no, out_biz_no, refund_payment_no, refund_source, refund_point, refund_point_result, refund_cash, refund_cash_result, status, auto_refund_times, refund_type, is_delete, create_user, create_time, update_user, update_time, biz_type from refund_money_record where status in ( 11 , 21 , 40 , -1 ) and auto_refund_times <5 order by id desc limit 0,50, method: html
2023/02/06 18:28:30.408 [D] [rules.go:1334]  FormatSuggest, start of sortedMySQLSuggest
2023/02/06 18:28:30.408 [D] [rules.go:1356]  FormatSuggest, start of sortedExplainSuggest
2023/02/06 18:28:30.409 [D] [rules.go:1377]  FormatSuggest, start of sortedProfilingSuggest
2023/02/06 18:28:30.409 [D] [rules.go:1394]  FormatSuggest, start of sortedTraceSuggest
2023/02/06 18:28:30.409 [D] [rules.go:1411]  FormatSuggest, start of sortedIdxSuggest
2023/02/06 18:28:30.409 [D] [rules.go:1440]  FormatSuggest, start of sortedHeuristicSuggest
2023/02/06 18:28:30.409 [D] [soar.go:438]  end of print suggestions, Query: select id, account_id, cancel_no, refund_no, out_order_no, out_biz_no, refund_payment_no, refund_source, refund_point, refund_point_result, refund_cash, refund_cash_result, status, auto_refund_times, refund_type, is_delete, create_user, create_time, update_user, update_time, biz_type from refund_money_record where status in ( 11 , 21 , 40 , -1 ) and auto_refund_times <5 order by id desc limit 0,50
2023/02/06 18:28:30.409 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342301179678831' AND is_delete = 0
2023/02/06 18:28:30.409 [D] [soar.go:137]  main loop SQL: select id, refund_no, pickup_order_no, order_status, cancel_operator, pickup_province, pickup_city, pickup_region, pickup_address, pickup_address_id, pickup_name, pickup_tel, pickup_start_time, pickup_end_time, courier_name, courier_tel, pickup_code, customer_code from jd_pickup_order where order_status =2 order by id desc limit 0,200
2023/02/06 18:28:30.410 [D] [soar.go:137]  main loop SQL: select id, account_id, cancel_no, refund_no, out_order_no, out_biz_no, refund_payment_no, refund_source, refund_point, refund_point_result, refund_cash, refund_cash_result, status, auto_refund_times, refund_type, is_delete, create_user, create_time, update_user, update_time, biz_type from refund_money_record where status in ( 11 , 21 , 40 , -1 ) and auto_refund_times <5 order by id desc limit 0,50
2023/02/06 18:28:30.410 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342301179678831' AND is_delete = 0
2023/02/06 18:28:30.411 [D] [soar.go:137]  main loop SQL: select id, refund_no, pickup_order_no, order_status, cancel_operator, pickup_province, pickup_city, pickup_region, pickup_address, pickup_address_id, pickup_name, pickup_tel, pickup_start_time, pickup_end_time, courier_name, courier_tel, pickup_code, customer_code from jd_pickup_order where order_status =2 order by id desc limit 0,200
2023/02/06 18:28:30.411 [D] [soar.go:137]  main loop SQL: select id, refund_no, pickup_order_no, order_status, cancel_operator, pickup_province, pickup_city, pickup_region, pickup_address, pickup_address_id, pickup_name, pickup_tel, pickup_start_time, pickup_end_time, courier_name, courier_tel, pickup_code, customer_code from jd_pickup_order where order_status =2 order by id desc limit 0,200
2023/02/06 18:28:30.412 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342301179678831' AND is_delete = 0
2023/02/06 18:28:30.417 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342301179678831' AND is_delete = 0
2023/02/06 18:28:30.417 [D] [soar.go:137]  main loop SQL: select id, refund_no, pickup_order_no, order_status, cancel_operator, pickup_province, pickup_city, pickup_region, pickup_address, pickup_address_id, pickup_name, pickup_tel, pickup_start_time, pickup_end_time, courier_name, courier_tel, pickup_code, customer_code from jd_pickup_order where order_status =2 order by id desc limit 0,200
2023/02/06 18:28:30.417 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342301179678831' AND is_delete = 0
2023/02/06 18:28:30.418 [D] [soar.go:137]  main loop SQL: select id, refund_no, pickup_order_no, order_status, cancel_operator, pickup_province, pickup_city, pickup_region, pickup_address, pickup_address_id, pickup_name, pickup_tel, pickup_start_time, pickup_end_time, courier_name, courier_tel, pickup_code, customer_code from jd_pickup_order where order_status =2 order by id desc limit 0,200
2023/02/06 18:28:30.418 [D] [soar.go:137]  main loop SQL: select id, account_id, cancel_no, refund_no, out_order_no, out_biz_no, refund_payment_no, refund_source, refund_point, refund_point_result, refund_cash, refund_cash_result, status, auto_refund_times, refund_type, is_delete, create_user, create_time, update_user, update_time, biz_type from refund_money_record where status in ( 11 , 21 , 40 , -1 ) and auto_refund_times <5 order by id desc limit 0,50
2023/02/06 18:28:30.418 [D] [soar.go:137]  main loop SQL: select id, refund_no, pickup_order_no, order_status, cancel_operator, pickup_province, pickup_city, pickup_region, pickup_address, pickup_address_id, pickup_name, pickup_tel, pickup_start_time, pickup_end_time, courier_name, courier_tel, pickup_code, customer_code from jd_pickup_order where order_status =2 order by id desc limit 0,200
2023/02/06 18:28:30.418 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342301179678831' AND is_delete = 0
2023/02/06 18:28:30.419 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342301179678831' AND is_delete = 0
2023/02/06 18:28:30.419 [D] [soar.go:137]  main loop SQL: select id, refund_no, pickup_order_no, order_status, cancel_operator, pickup_province, pickup_city, pickup_region, pickup_address, pickup_address_id, pickup_name, pickup_tel, pickup_start_time, pickup_end_time, courier_name, courier_tel, pickup_code, customer_code from jd_pickup_order where order_status =2 order by id desc limit 0,200
2023/02/06 18:28:30.419 [D] [soar.go:137]  main loop SQL: select id, account_id, cancel_no, refund_no, out_order_no, out_biz_no, refund_payment_no, refund_source, refund_point, refund_point_result, refund_cash, refund_cash_result, status, auto_refund_times, refund_type, is_delete, create_user, create_time, update_user, update_time, biz_type from refund_money_record where status in ( 11 , 21 , 40 , -1 ) and auto_refund_times <5 order by id desc limit 0,50
2023/02/06 18:28:30.419 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342301179678831' AND is_delete = 0
2023/02/06 18:28:30.420 [D] [soar.go:137]  main loop SQL: select id, refund_no, pickup_order_no, order_status, cancel_operator, pickup_province, pickup_city, pickup_region, pickup_address, pickup_address_id, pickup_name, pickup_tel, pickup_start_time, pickup_end_time, courier_name, courier_tel, pickup_code, customer_code from jd_pickup_order where order_status =2 order by id desc limit 0,200
2023/02/06 18:28:30.420 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342301179678831' AND is_delete = 0
2023/02/06 18:28:30.420 [D] [soar.go:137]  main loop SQL: select id, refund_no, pickup_order_no, order_status, cancel_operator, pickup_province, pickup_city, pickup_region, pickup_address, pickup_address_id, pickup_name, pickup_tel, pickup_start_time, pickup_end_time, courier_name, courier_tel, pickup_code, customer_code from jd_pickup_order where order_status =2 order by id desc limit 0,200
2023/02/06 18:28:30.420 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342301179678831' AND is_delete = 0
2023/02/06 18:28:30.428 [D] [soar.go:137]  main loop SQL: select id, refund_no, pickup_order_no, order_status, cancel_operator, pickup_province, pickup_city, pickup_region, pickup_address, pickup_address_id, pickup_name, pickup_tel, pickup_start_time, pickup_end_time, courier_name, courier_tel, pickup_code, customer_code from jd_pickup_order where order_status =2 order by id desc limit 0,200
2023/02/06 18:28:30.440 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342301179678831' AND is_delete = 0
2023/02/06 18:28:30.442 [D] [soar.go:137]  main loop SQL: select id, refund_no, pickup_order_no, order_status, cancel_operator, pickup_province, pickup_city, pickup_region, pickup_address, pickup_address_id, pickup_name, pickup_tel, pickup_start_time, pickup_end_time, courier_name, courier_tel, pickup_code, customer_code from jd_pickup_order where order_status =2 order by id desc limit 0,200
2023/02/06 18:28:30.443 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342301179678831' AND is_delete = 0
2023/02/06 18:28:30.443 [D] [soar.go:137]  main loop SQL: select id, refund_no, pickup_order_no, order_status, cancel_operator, pickup_province, pickup_city, pickup_region, pickup_address, pickup_address_id, pickup_name, pickup_tel, pickup_start_time, pickup_end_time, courier_name, courier_tel, pickup_code, customer_code from jd_pickup_order where order_status =2 order by id desc limit 0,200
2023/02/06 18:28:30.443 [D] [soar.go:137]  main loop SQL: select id, account_id, cancel_no, refund_no, out_order_no, out_biz_no, refund_payment_no, refund_source, refund_point, refund_point_result, refund_cash, refund_cash_result, status, auto_refund_times, refund_type, is_delete, create_user, create_time, update_user, update_time, biz_type from refund_money_record where status in ( 11 , 21 , 40 , -1 ) and auto_refund_times <5 order by id desc limit 0,50
2023/02/06 18:28:30.446 [D] [soar.go:137]  main loop SQL: select id, refund_no, pickup_order_no, order_status, cancel_operator, pickup_province, pickup_city, pickup_region, pickup_address, pickup_address_id, pickup_name, pickup_tel, pickup_start_time, pickup_end_time, courier_name, courier_tel, pickup_code, customer_code from jd_pickup_order where order_status =2 order by id desc limit 0,200
2023/02/06 18:28:30.448 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342301179678831' AND is_delete = 0
2023/02/06 18:28:30.448 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342301179678831' AND is_delete = 0
2023/02/06 18:28:30.448 [D] [soar.go:137]  main loop SQL: select id, refund_no, pickup_order_no, order_status, cancel_operator, pickup_province, pickup_city, pickup_region, pickup_address, pickup_address_id, pickup_name, pickup_tel, pickup_start_time, pickup_end_time, courier_name, courier_tel, pickup_code, customer_code from jd_pickup_order where order_status =2 order by id desc limit 0,200
2023/02/06 18:28:30.449 [D] [soar.go:137]  main loop SQL: SELECT id,refund_no,storage_status,is_virtual_refund,warehouse_name,warehouse_address,warehouse_phone,warehouse_contact,send_back,express_company,logistics_no,remark,is_delete,create_user,create_time,update_user,update_time,is_inform_write_logistics,warehouse_code FROM refund_storage WHERE refund_no = '861342301179678831' AND is_delete = 0
2023/02/06 18:28:30.460 [D] [soar.go:137]  main loop SQL: select id, refund_no, pickup_order_no, order_status, cancel_operator, pickup_province, pickup_city, pickup_region, pickup_address, pickup_address_id, pickup_name, pickup_tel, pickup_start_time, pickup_end_time, courier_name, courier_tel, pickup_code, customer_code from jd_pickup_order where order_status =2 order by id desc limit 0,200
2023/02/06 18:28:30.460 [D] [soar.go:137]  main loop SQL: SELECT * FROM refund_money WHERE order_no = '818332302065794353'
2023/02/06 18:28:30.461 [D] [tricks.go:131]  Entering function: JSONFind
2023/02/06 18:28:30.461 [D] [tricks.go:141]  Exiting function: JSONFind
2023/02/06 18:28:30.461 [D] [tricks.go:131]  Entering function: JSONFind
2023/02/06 18:28:30.461 [D] [tricks.go:141]  Exiting function: JSONFind
2023/02/06 18:28:30.461 [D] [soar.go:233]  start of heuristic advisor Query: SELECT * FROM refund_money WHERE order_no = '818332302065794353'
2023/02/06 18:28:30.477 [D] [tricks.go:131]  Entering function: JSONFind
2023/02/06 18:28:30.477 [D] [tricks.go:141]  Exiting function: JSONFind
2023/02/06 18:28:30.477 [D] [tricks.go:131]  Entering function: JSONFind
2023/02/06 18:28:30.477 [D] [tricks.go:141]  Exiting function: JSONFind
2023/02/06 18:28:30.477 [D] [tricks.go:131]  Entering function: JSONFind
2023/02/06 18:28:30.477 [D] [tricks.go:141]  Exiting function: JSONFind
2023/02/06 18:28:30.477 [D] [tricks.go:131]  Entering function: JSONFind
2023/02/06 18:28:30.477 [D] [tricks.go:141]  Exiting function: JSONFind
2023/02/06 18:28:30.477 [D] [tricks.go:131]  Entering function: JSONFind
2023/02/06 18:28:30.478 [D] [tricks.go:141]  Exiting function: JSONFind
2023/02/06 18:28:30.486 [D] [meta.go:201]  Enter:  FindColumn, Caller: github.com/XiaoMi/soar/advisor.(*Query4Audit).RuleNoDeterministicGroupby.func1
2023/02/06 18:28:30.486 [D] [meta.go:201]  Enter:  FindColumn, Caller: github.com/XiaoMi/soar/advisor.(*Query4Audit).RuleNoDeterministicGroupby.func1
2023/02/06 18:28:30.492 [D] [tricks.go:131]  Entering function: JSONFind
2023/02/06 18:28:30.492 [D] [tricks.go:141]  Exiting function: JSONFind
2023/02/06 18:28:30.502 [D] [soar.go:244]  end of heuristic advisor Query: SELECT * FROM refund_money WHERE order_no = '818332302065794353'
2023/02/06 18:28:30.502 [D] [soar.go:250]  start of index advisor Query: SELECT * FROM refund_money WHERE order_no = '818332302065794353'
2023/02/06 18:28:30.502 [D] [env.go:400]  createDatabase, mapping `mer_order_sit` :`mer_order_sit`-->`optimizer_230206182830_1t3sh07xjkhy8gcg`
2023/02/06 18:28:30.502 [D] [mysql.go:92]  Execute SQL with DSN(srd-mariadb102-01-qcsh-test.nioint.com:3306/mer_order_sit) : SHOW CREATE database `mer_order_sit`
2023/02/06 18:28:30.535 [D] [show.go:446]  showCreate Type: database, Name: mer_order_sit, by pass column `Database`
2023/02/06 18:28:30.535 [D] [mysql.go:92]  Execute SQL with DSN(srd-mariadb102-01-qcsh-test.nioint.com:3306/mer_order_sit) : CREATE DATABASE `optimizer_230206182830_1t3sh07xjkhy8gcg` /*!40100 DEFAULT CHARACTER SET utf8mb4 COLLATE utf8mb4_unicode_ci */
2023/02/06 18:28:30.569 [W] [env.go:413]  createDatabase, Error : Error 1044: Access denied for user 'mer_order_sit_rw'@'%' to database 'optimizer_230206182830_1t3sh07xjkhy8gcg'
2023/02/06 18:28:30.569 [W] [logger.go:122]  [env.go:243] Error 1044: Access denied for user 'mer_order_sit_rw'@'%' to database 'optimizer_230206182830_1t3sh07xjkhy8gcg'
2023/02/06 18:28:30.569 [D] [env.go:260]  BuildVirtualEnv Database&TableName Mapping, SQL: SELECT * FROM refund_money WHERE order_no = '818332302065794353'
2023/02/06 18:28:30.569 [D] [env.go:351]  BuildVirtualEnv Checking view -- mer_order_sit.refund_money
2023/02/06 18:28:30.569 [D] [mysql.go:92]  Execute SQL with DSN(srd-mariadb102-01-qcsh-test.nioint.com:3306/mer_order_sit) : show table status where name = 'refund_money'
2023/02/06 18:28:30.601 [D] [env.go:400]  createDatabase, mapping `mer_order_sit` :`mer_order_sit`-->`optimizer_230206182830_6bpvpowtgruzrgjd`
2023/02/06 18:28:30.601 [D] [mysql.go:92]  Execute SQL with DSN(srd-mariadb102-01-qcsh-test.nioint.com:3306/mer_order_sit) : SHOW CREATE database `mer_order_sit`
2023/02/06 18:28:30.648 [D] [show.go:446]  showCreate Type: database, Name: mer_order_sit, by pass column `Database`
2023/02/06 18:28:30.648 [D] [mysql.go:92]  Execute SQL with DSN(srd-mariadb102-01-qcsh-test.nioint.com:3306/mer_order_sit) : CREATE DATABASE `optimizer_230206182830_6bpvpowtgruzrgjd` /*!40100 DEFAULT CHARACTER SET utf8mb4 COLLATE utf8mb4_unicode_ci */
2023/02/06 18:28:30.698 [W] [env.go:413]  createDatabase, Error : Error 1044: Access denied for user 'mer_order_sit_rw'@'%' to database 'optimizer_230206182830_6bpvpowtgruzrgjd'
2023/02/06 18:28:30.698 [E] [env.go:380]  BuildVirtualEnv mer_order_sit.refund_money Error : Error 1044: Access denied for user 'mer_order_sit_rw'@'%' to database 'optimizer_230206182830_6bpvpowtgruzrgjd'
2023/02/06 18:28:30.698 [E] [soar.go:291]  vEnv.BuildVirtualEnv Error: prepare SQL 'SELECT * FROM refund_money WHERE order_no = '818332302065794353'' in vEnv failed.
2023/02/06 18:28:30.698 [D] [soar.go:294]  end of index advisor Query: SELECT * FROM refund_money WHERE order_no = '818332302065794353'
2023/02/06 18:28:30.698 [D] [soar.go:299]  start of explain Query: SELECT * FROM refund_money WHERE order_no = '818332302065794353'
2023/02/06 18:28:30.698 [D] [mysql.go:92]  Execute SQL with DSN(srd-mariadb102-01-qcsh-test.nioint.com:3306/mer_order_sit) : explain SELECT /*+ MAX_EXECUTION_TIME(1000) */ * FROM refund_money WHERE order_no = '818332302065794353'
2023/02/06 18:28:30.807 [D] [explainer.go:173]  ExplainAdvisor SQL: 
2023/02/06 18:28:30.807 [D] [soar.go:327]  end of explain Query: SELECT * FROM refund_money WHERE order_no = '818332302065794353'
2023/02/06 18:28:30.807 [D] [soar.go:331]  start of profiling Query: SELECT * FROM refund_money WHERE order_no = '818332302065794353'
2023/02/06 18:28:30.807 [D] [soar.go:344]  end of profiling Query: SELECT * FROM refund_money WHERE order_no = '818332302065794353'
2023/02/06 18:28:30.807 [D] [soar.go:348]  start of trace Query: SELECT * FROM refund_money WHERE order_no = '818332302065794353'
2023/02/06 18:28:30.807 [D] [soar.go:361]  end of trace Query: SELECT * FROM refund_money WHERE order_no = '818332302065794353'
2023/02/06 18:28:30.807 [D] [soar.go:365]  start of rewrite Query: SELECT * FROM refund_money WHERE order_no = '818332302065794353'
2023/02/06 18:28:30.807 [D] [soar.go:399]  end of rewrite Query: SELECT * FROM refund_money WHERE order_no = '818332302065794353'
2023/02/06 18:28:30.807 [D] [soar.go:403]  start of print suggestions, Query: SELECT * FROM refund_money WHERE order_no = '818332302065794353'
2023/02/06 18:28:30.807 [D] [rules.go:1251]  FormatSuggest, Query: SELECT * FROM refund_money WHERE order_no = '818332302065794353'
2023/02/06 18:28:30.807 [D] [rules.go:1297]  FormatSuggest, format: html
2023/02/06 18:28:30.807 [D] [pretty.go:31]  Pretty, Query: SELECT * FROM refund_money WHERE order_no = '818332302065794353', method: html
2023/02/06 18:28:30.807 [D] [rules.go:1334]  FormatSuggest, start of sortedMySQLSuggest
2023/02/06 18:28:30.807 [D] [rules.go:1356]  FormatSuggest, start of sortedExplainSuggest
2023/02/06 18:28:30.807 [D] [rules.go:1377]  FormatSuggest, start of sortedProfilingSuggest
2023/02/06 18:28:30.808 [D] [rules.go:1394]  FormatSuggest, start of sortedTraceSuggest
2023/02/06 18:28:30.808 [D] [rules.go:1411]  FormatSuggest, start of sortedIdxSuggest
2023/02/06 18:28:30.808 [D] [rules.go:1440]  FormatSuggest, start of sortedHeuristicSuggest
2023/02/06 18:28:30.808 [D] [soar.go:438]  end of print suggestions, Query: SELECT * FROM refund_money WHERE order_no = '818332302065794353'
2023/02/06 18:28:30.808 [D] [soar.go:137]  main loop SQL: SELECT id,order_no,biz_mode,order_status,user_account,pay_time,pay_type,order_source,create_time,expire_time,exchange_rate,entrance,order_title,so_do_time,comment,last_shipments_time,shipped_time,received_time,is_delete,vin,vid,order_cancel_type,external_order_no,whole_order_no,abnormal_refund,order_mode,sales_merchant,store,source_platform,update_time,update_account,create_account,car_order_no,install_type,mer_sales_merchant,source_package_no,brand,area FROM orders WHERE order_no = '818332302065794353' AND biz_mode = 1
2023/02/06 18:28:30.809 [D] [tricks.go:131]  Entering function: JSONFind
2023/02/06 18:28:30.809 [D] [tricks.go:141]  Exiting function: JSONFind
2023/02/06 18:28:30.809 [D] [tricks.go:131]  Entering function: JSONFind
2023/02/06 18:28:30.810 [D] [tricks.go:141]  Exiting function: JSONFind
2023/02/06 18:28:30.810 [D] [soar.go:233]  start of heuristic advisor Query: SELECT id,order_no,biz_mode,order_status,user_account,pay_time,pay_type,order_source,create_time,expire_time,exchange_rate,entrance,order_title,so_do_time,comment,last_shipments_time,shipped_time,received_time,is_delete,vin,vid,order_cancel_type,external_order_no,whole_order_no,abnormal_refund,order_mode,sales_merchant,store,source_platform,update_time,update_account,create_account,car_order_no,install_type,mer_sales_merchant,source_package_no,brand,area FROM orders WHERE order_no = '818332302065794353' AND biz_mode = 1
2023/02/06 18:28:30.929 [D] [tricks.go:131]  Entering function: JSONFind
2023/02/06 18:28:30.930 [D] [tricks.go:141]  Exiting function: JSONFind
2023/02/06 18:28:30.930 [D] [tricks.go:131]  Entering function: JSONFind
2023/02/06 18:28:30.930 [D] [tricks.go:141]  Exiting function: JSONFind
2023/02/06 18:28:30.930 [D] [tricks.go:131]  Entering function: JSONFind
2023/02/06 18:28:30.931 [D] [tricks.go:141]  Exiting function: JSONFind
2023/02/06 18:28:30.932 [D] [tricks.go:131]  Entering function: JSONFind
2023/02/06 18:28:30.933 [D] [tricks.go:141]  Exiting function: JSONFind
2023/02/06 18:28:30.933 [D] [tricks.go:131]  Entering function: JSONFind
2023/02/06 18:28:30.933 [D] [tricks.go:141]  Exiting function: JSONFind
2023/02/06 18:28:31.067 [D] [meta.go:201]  Enter:  FindColumn, Caller: github.com/XiaoMi/soar/advisor.(*Query4Audit).RuleNoDeterministicGroupby.func1
2023/02/06 18:28:31.067 [D] [meta.go:201]  Enter:  FindColumn, Caller: github.com/XiaoMi/soar/advisor.(*Query4Audit).RuleNoDeterministicGroupby.func1
2023/02/06 18:28:31.128 [D] [tricks.go:131]  Entering function: JSONFind
2023/02/06 18:28:31.129 [D] [tricks.go:141]  Exiting function: JSONFind
2023/02/06 18:28:31.186 [D] [soar.go:244]  end of heuristic advisor Query: SELECT id,order_no,biz_mode,order_status,user_account,pay_time,pay_type,order_source,create_time,expire_time,exchange_rate,entrance,order_title,so_do_time,comment,last_shipments_time,shipped_time,received_time,is_delete,vin,vid,order_cancel_type,external_order_no,whole_order_no,abnormal_refund,order_mode,sales_merchant,store,source_platform,update_time,update_account,create_account,car_order_no,install_type,mer_sales_merchant,source_package_no,brand,area FROM orders WHERE order_no = '818332302065794353' AND biz_mode = 1
2023/02/06 18:28:31.186 [D] [soar.go:250]  start of index advisor Query: SELECT id,order_no,biz_mode,order_status,user_account,pay_time,pay_type,order_source,create_time,expire_time,exchange_rate,entrance,order_title,so_do_time,comment,last_shipments_time,shipped_time,received_time,is_delete,vin,vid,order_cancel_type,external_order_no,whole_order_no,abnormal_refund,order_mode,sales_merchant,store,source_platform,update_time,update_account,create_account,car_order_no,install_type,mer_sales_merchant,source_package_no,brand,area FROM orders WHERE order_no = '818332302065794353' AND biz_mode = 1
2023/02/06 18:28:31.186 [D] [env.go:400]  createDatabase, mapping `mer_order_sit` :`mer_order_sit`-->`optimizer_230206182831_o4orranjdrx3enmy`
2023/02/06 18:28:31.186 [D] [mysql.go:92]  Execute SQL with DSN(srd-mariadb102-01-qcsh-test.nioint.com:3306/mer_order_sit) : SHOW CREATE database `mer_order_sit`
2023/02/06 18:28:31.224 [D] [show.go:446]  showCreate Type: database, Name: mer_order_sit, by pass column `Database`
2023/02/06 18:28:31.224 [D] [mysql.go:92]  Execute SQL with DSN(srd-mariadb102-01-qcsh-test.nioint.com:3306/mer_order_sit) : CREATE DATABASE `optimizer_230206182831_o4orranjdrx3enmy` /*!40100 DEFAULT CHARACTER SET utf8mb4 COLLATE utf8mb4_unicode_ci */
2023/02/06 18:28:31.274 [W] [env.go:413]  createDatabase, Error : Error 1044: Access denied for user 'mer_order_sit_rw'@'%' to database 'optimizer_230206182831_o4orranjdrx3enmy'
2023/02/06 18:28:31.274 [W] [logger.go:122]  [env.go:243] Error 1044: Access denied for user 'mer_order_sit_rw'@'%' to database 'optimizer_230206182831_o4orranjdrx3enmy'
